type,properties/@id,properties/alt_name,properties/ele,properties/gnis:feature_id,properties/name,properties/name:en,properties/name:ko,properties/place,properties/population,properties/tourism,properties/wikidata,properties/wikipedia,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/amenity,properties/created_by,properties/addr:housenumber,properties/addr:street,properties/opening_hours,properties/phone,properties/website,properties/addr:city,properties/addr:postcode,properties/addr:state,properties/brand,properties/brand:wikidata,properties/cuisine,properties/heritage,properties/heritage:operator,properties/historic,properties/name:zh,properties/ref:nrhp,properties/landuse,properties/resource,properties/wheelchair,properties/natural,properties/source_ref,properties/branch,properties/official_name,properties/ref,properties/takeaway,properties/air_conditioning,properties/bar,properties/check_date,properties/contact:email,properties/contact:phone,properties/contact:yelp,properties/payment:cash,properties/smoking,properties/toilets,properties/website:menu,properties/outdoor_seating,properties/reservation,properties/addr:country,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/contact:youtube,properties/delivery,properties/level,properties/alcohol,properties/addr:housename,properties/addr:floor,properties/addr:full,properties/diet:vegan,properties/diet:vegetarian,properties/gluten_free,properties/payment:credit_cards,properties/payment:debit_cards,properties/source,properties/email,properties/fax,properties/cocktails,properties/drink:beer,properties/drink:liquor,properties/drink:wine,properties/start_date,properties/addr:unit,properties/internet_access,properties/internet_access:fee,properties/shop,properties/short_name,properties/description,properties/geological,properties/note,properties/image,properties/check_date:opening_hours,properties/wikimedia_commons,properties/payment:cards,properties/toilets:wheelchair,properties/stars,properties/diet:gluten_free,properties/was:name,properties/contact:website,properties/drive_through,properties/indoor_seating,properties/operator,properties/payment:mastercard,properties/payment:visa,properties/opening_hours:signed,properties/brewery,properties/old_name,properties/layer,properties/leisure,properties/sport,properties/brand:en,properties/brand:ja,properties/name:ja,properties/opening_hours:covid19,properties/addr:suburb,properties/panoramax,properties/panoramax:0,properties/capacity,properties/currency:XBT,properties/brand:ko,properties/diet:halal,properties/dog,properties/safety:hand_sanitizer:covid19,properties/safety:mask:covid19,properties/television,properties/check_date:currency:XBT,properties/payment:lightning,properties/payment:lightning:operator,properties/payment:lightning_contactless,properties/payment:onchain,properties/is_in:city,properties/is_in:state_code,properties/is_in:zip,properties/name:hi,properties/atm,properties/entrance,properties/drive_in,properties/microbrewery,properties/organic,properties/diet:meat,properties/brand:wikipedia,properties/diet:dairy_free,properties/diet:kosher,properties/attraction,properties/rice_noodle,properties/coffee,properties/diet:lacto_vegetarian,properties/music,properties/not:brand:wikidata,properties/beer,properties/outdoor_counter,properties/wine,properties/brand:zh,properties/contact:fax,properties/ice_cream,properties/operator:wikidata,properties/diet:non-vegetarian,properties/pub,properties/name:es,properties/access,properties/name:fr,properties/name:pt,properties/name:ko-Latn,properties/diet:organic,properties/name:ru,properties/name:de,properties/amenity_1,properties/changing_table,properties/toilets:access,properties/height,properties/contact:tiktok,properties/payment:american_express,properties/junction,properties/payment:contactless,properties/name:km,properties/happy_hours,properties/hookah,properties/leaf_cycle,properties/leaf_type,properties/disused:email,properties/name:vi,properties/religion,properties/drink:coffee,properties/drink:juice,properties/payment:discover_card,properties/self_service,properties/name:it,properties/toilets:fee,properties/toilets:handwashing,properties/toilets:paper_supplied,properties/toilets:position,properties/addr:suite,properties/previously,properties/diet:healthy,properties/fixme,properties/payment:bitcoincash,properties/cemetery,properties/drink:espresso,properties/toilets:unisex,properties/drink:sake,properties/mapillary,properties/name:pl,properties/toilets:num_chambers,properties/man_made,properties/theme,properties/contact:linkedin,properties/name:zh-Hant,properties/rooms,properties/payment:apple_pay,properties/payment:google_pay,properties/diet:omnivore,properties/diet:soul_food,properties/int_name,properties/contact:line,properties/handwashing:soap,properties/highchair,properties/internet_access:ssid,properties/kids_area,properties/toilets:disposal,properties/toilets:gender_segregated,properties/toilets:hands_drying,properties/toilets:supervised,properties/toilets:wheelchair:grab_rail:behind,properties/survey:date,properties/twitter,properties/lunch:menu,properties/street_vendor,properties/building,properties/seafood,properties/name:fa,properties/was:cuisine,properties/bicycle_parking,properties/check_date:diet:vegetarian,properties/service:electricity,properties/toilets:wheelchair:grab_rail:foldable:right,properties/toilets:wheelchair:grab_rail:left,properties/toilets:wheelchair:grab_rail:right,properties/name:bn,properties/diet:local,properties/diet:seafood,properties/payment:app,properties/menu,properties/pizza:style,properties/subject:wikidata,properties/subject:wikipedia,properties/contact:tripadvisor,properties/website:booking,properties/building:levels,properties/lgbtq,properties/bar:type,properties/stroller,properties/lacounty:ain,properties/lacounty:bld_id,properties/instagram
Feature,node/4946245021,,,,Las Anitas,Las Anitas,,,,,,,Point,-118.2375745,34.0580315,node/4946245021,restaurant,,26,Olvera Street,Mo-Th 10:00-16:00; Fr-Su 10:00-18:00,+1 213-623-1153,https://www.lasanitas.com/,Los Angeles,90012,CA,,,mexican,,,,,,,,,,,,,,,,,04-12-2025,,,https://www.yelp.com/biz/las-anitas-los-angeles,,,,https://www.lasanitas.com/ourmenu,no,,,https://www.facebook.com/lasanitasofficialpage/,https://www.instagram.com/lasanitasla,,,,,,,,,,,,,,,info@lasanitas.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4946281521,,,,Juanita's Cafe,Juanitas,,,,,,,Point,-118.2375085,34.0578585,node/4946281521,restaurant,,20,Olvera Street,Mo-Th 08:00-17:00; Fr-Su 08:00-19:00,+1 213-628-1013,https://www.juanitascafela.com/,Los Angeles,90012,CA,,,mexican,,,,,,,,,,,,,,,,,04-12-2025,,,https://www.yelp.com/biz/juanitas-caf%C3%A9-los-angeles-2,,,,https://www.juanitascafela.com/menu,,,,https://www.facebook.com/profile.php?id=100049131116377,https://www.instagram.com/juanitasonolvera,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@juanitascafeolverastreet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4946281522,,,,El Paseo Inn,,,,,,,,Point,-118.2377698,34.057491,node/4946281522,restaurant,,11,Olvera Street,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4946281721,,,,La Golondrina Cafe,La Golondrina Cafe,,,,,,,Point,-118.2379377,34.0576965,node/4946281721,restaurant,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4946311822,,,,Sushi & Teri,Sushi & Teri,,,,,,,Point,-118.2399887,34.0488947,node/4946311822,restaurant,,116,Japanese Village Plaza Mall,"Mo-Th,Su 11:00-21:00; Fr-Sa 11:00-22:00",+1 213-687-8368,https://www.sushiandteri.com/,Los Angeles,90012,CA,,,sushi;japanese,,,,,,,,,,,,,,,,,24-12-2025,,,https://www.yelp.com/biz/sushi-and-teri-los-angeles,,,,https://www.sushiandteri.com/menu,,,,https://www.facebook.com/sushiandteri/,https://www.instagram.com/sushiandteri,,,,0,,,1,,,,,,,,suhijvp@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4946311922,,,,Mitsuru Cafe,Mitsuru Cafe,,,,,,,Point,-118.2400734,34.0489945,node/4946311922,restaurant,,117,Japanese Village Plaza Mall,"We-Fr 11:00-17:00; Sa,Su 11:00-18:00",,,Los Angeles,90012,CA,,,japanese,,,,,,,,,,,,,,,,,25-12-2025,,,https://www.yelp.com/biz/mitsuru-cafe-los-angeles,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4946318821,,,,Maruya,Maruya,,,,,,,Point,-118.239781,34.0490982,node/4946318821,restaurant,,104,Japanese Village Plaza Mall,,+1 213-613-9988,http://ramenmaruyala.com/,Los Angeles,90012,CA,,,ramen,,,,,,,,,,,,,,,,,24-12-2025,,,https://www.yelp.com/biz/maruya-los-angeles-3,,,,http://ramenmaruyala.com/menu/,,,,,,,,,0,,,1,,,,,,,,,+1 213-613-9987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4946398335,,,,Korean Kitchen Hibachi BBQ,,,,,,,,Point,-118.2405573,34.0490768,node/4946398335,restaurant,,135,Japanese Village Plaza Mall,,,,Los Angeles,90012,CA,,,korean,,,,,,,,,,,,,,,,,25-12-2025,,,https://www.yelp.com/biz/korean-kitchen-hibachi-barbeque-los-angeles,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4946398336,,,,Shabu-Shabu House,,,,,,,,Point,-118.2403421,34.0490031,node/4946398336,restaurant,,127,Japanese Village Plaza Mall,"Mo-Th,Su 11:00-22:00; Fr-Sa 11:00-22:30",+1 213-537-0165,https://www.shabuhouselosangeles.com/,Los Angeles,90012,CA,,,japanese,,,,,,,,,,,,,,,,,25-12-2025,,,https://www.yelp.com/biz/shabu-shabu-house-los-angeles-6,,,,https://www.shabuhouselosangeles.com/menu/,,,,https://www.facebook.com/shabushabu.house.la/,https://www.instagram.com/shabuhouse_losangeles,,,,0,,,1,,,,,,,,shabushabuhousejvp@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4946398337,,,,Ramen Yamadaya,,,,,,,,Point,-118.2405996,34.048922,node/4946398337,restaurant,,137,Japanese Village Plaza Mall,"Mo-Th,Su 11:30-21:00; Fr-Sa 11:30-22:00",+1 213-265-7288,https://www.ramen-yamadaya.com/,Los Angeles,90012,CA,,,ramen;japanese,,,,,,,,,,,Downtown Los Angeles,,,,,,25-12-2025,,,https://www.yelp.com/biz/ramen-yamadaya-los-angeles-3,,,,https://www.ramen-yamadaya.com/menu-dtla,,,US,https://www.facebook.com/RamenYamadayaDTLA/,,,,,0,,,1,,,,,,,,info@ramen-yamadaya.com,,,,,,,,,,,,,,,,,,,,,,Kagura Downtown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4960873321,,,,Kope PokI,,,,,,,,Point,-118.2757844,34.09736,node/4960873321,restaurant,,1903,Hyperion Avenue,Mo-Su 10:00-21:00,-4026,http://kopepokila.com,Los Angeles,90027,CA,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4973275121,,,,Gwang Yang BBQ,,,,,,,,Point,-118.2976868,34.0624902,node/4973275121,restaurant,,,,,,,,,,,,korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4977831202,,,,Casa Garibay,,,,,,,,Point,-118.2877587,33.7375254,node/4977831202,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4977831206,,,,San Pedro Cafe,,,,,,,,Point,-118.288102,33.7385269,node/4977831206,restaurant,,605,South Pacific Avenue,,,,San Pedro,90731,CA,,,diner;mexican;american;italian;breakfast;lunch;dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4977831210,,,,Sacred Grounds,,,,,,,,Point,-118.287115,33.7388726,node/4977831210,cafe,,468,West 6th Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4977831212,,,,NUDA Juice & Wellness Shop,,,,,,,,Point,-118.285977,33.7386406,node/4977831212,cafe,,407,West 6th Street,,,,San Pedro,90731,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4980785870,,,,Kassi Venice Beach,,,,,,,,Point,-118.4724337,33.9869969,node/4980785870,restaurant,,1697,Pacific Avenue,Th-Su 17:00-22:00,+1 310 452 1111,"http://
https://www.kassiclub.com/",Venice,90291,CA,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4984040951,,,,Tilt Coffee Bar,,,,,,,,Point,-118.2463485,34.0481785,node/4984040951,cafe,,334,South Main Street,"Mo-Sa 07:00-19:00, Su 09:00-18:00",,,Los Angeles,90013,CA,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4985436565,,,,Lenzini's Pizza,,,,,,,,Point,-118.4110285,34.0246008,node/4985436565,restaurant,,3500,Overland Avenue,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4994961802,,,,Good Greek Grill,,,,,,,,Point,-118.3287221,34.1041262,node/4994961802,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5002094846,,,,Wurstküche,,,,,,,,Point,-118.4650308,33.999778,node/5002094846,restaurant,,625,Lincoln Boulevard,Mo-Su 11:00-24:00,+1-213-687-4444 x2,https://www.wurstkuche.com/,Los Angeles,90291,CA,,,german;international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5711e030-6229-45c0-914f-dbe712ec861c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5002110495,,,,Venice Ramen,,,,,,,,Point,-118.4607651,33.9832068,node/5002110495,restaurant,,515,Washington Boulevard,"Mo-Sa 11:30-14:30,17:00-21:00",-9643,https://www.veniceramen.com/,Marina Del Rey,90292,CA,,,noodle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5021314921,,,,Poké me,,,,,,,,Point,-118.443136,34.0579278,node/5021314921,restaurant,,1244,Westwood Boulevard,Mo-Fr 11:00-22:00; Sa 12:00-22:00; Su 12:00-21:00,,,,90024,,,,poke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5021324223,,,,Clemetine,,,,,,,,Point,-118.4208561,34.0602235,node/5021324223,restaurant,,,Ensley Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5023154423,,,,Northern Café,,,,,,,,Point,-118.4468744,34.0609314,node/5023154423,restaurant,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5027582621,,,,Meals by Genet,Meals by Genet,,,,,,,Point,-118.3647862,34.056751,node/5027582621,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5029780922,,,,The Factory Kitchen,,,,,,,,Point,-118.2359501,34.0390371,node/5029780922,restaurant,,1300,Factory Place,,-7208,,Los Angeles,90013,CA,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5032166523,,,,Providence,,,,,,,,Point,-118.330187,34.0836255,node/5032166523,restaurant,,5955,Melrose Avenue,,-4952,https://providencela.com/,,90038,,,,french,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5032246023,,,,Pitchoun,,,,,,,,Point,-118.2540562,34.0485232,node/5032246023,cafe,,545,Olive Street,Mo-Fr 07:00-11:30; Sa-Su 08:00-16:00,-4141,https://pitchounbakery.com/,,,,,,french;breakfast;cake;coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5032294221,,,,Marouch Restaurant,,,,,,,,Point,-118.2964526,34.0911788,node/5032294221,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5036951925,,,,République,,,,,,,,Point,-118.343766,34.0641583,node/5036951925,restaurant,,624,South La Brea Avenue,"Su-Th 08:00-15:00, 17:30-22:00; Fr-Sa 08:00-15:00, 16:00-23:00",-6786,https://republiquela.com/,Los Angeles,90036,CA,,,french;american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5038088922,,,,Pizzeria Mozza,Pizzeria Mozza,,,,,,,Point,-118.3388741,34.0830928,node/5038088922,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5038088923,,,,Osteria Mozza,Osteria Mozza,,,,,,,Point,-118.3388721,34.0832557,node/5038088923,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
