type,properties/@id,properties/amenity,properties/ferry,properties/name,properties/network,properties/operator,properties/public_transport,properties/source,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:state,properties/addr:street,properties/brand,properties/brand:wikidata,properties/cuisine,properties/wheelchair,properties/check_date,properties/opening_hours,properties/outdoor_seating,properties/phone,properties/website,properties/wheelchair:description,properties/branch,properties/official_name,properties/takeaway,properties/addr:country,properties/contact:website,properties/entrance,properties/indoor_seating,properties/smoking,properties/addr:unit,properties/url,properties/ele,properties/gnis:feature_id,properties/wikidata,properties/wikipedia,properties/ref,properties/email,properties/fixme,properties/panoramax,properties/website:menu,properties/payment:cash,properties/payment:credit_cards,properties/payment:debit_cards,properties/name:ko,properties/diet:halal,properties/level,properties/payment:mastercard,properties/payment:visa,properties/internet_access,properties/internet_access:fee,properties/toilets,properties/check_date:opening_hours,properties/addr:street:name,properties/addr:street:prefix,properties/addr:street:type,properties/contact:facebook,properties/air_conditioning,properties/addr:floor,properties/contact:instagram,properties/diet:fish,properties/delivery,properties/bar,properties/rooms,properties/alt_name,properties/fax,properties/diet:vegan,properties/diet:vegetarian,properties/atm,properties/drive_through,properties/wifi,properties/note,properties/layer,properties/toilets:wheelchair,properties/contact:phone,properties/contact:foursquare,properties/kids_area,properties/payment:cards,properties/payment:qr_code,properties/reservation,properties/opening_hours:signed,properties/addr:housename,properties/coffee,properties/shop,properties/construction,properties/name:vi,properties/drive_in,properties/microbrewery,properties/organic,properties/short_name,properties/check_date:smoking,properties/internet_access:ssid,properties/panoramax:0,properties/service:electricity,properties/not:brand:wikidata,properties/phone:mnemonic,properties/diet:pescetarian,properties/self_service,properties/capacity,properties/contact:email,properties/payment:contactless,properties/diet:kosher,properties/diet:kosher:certification,properties/diet:kosher:dairy,properties/diet:kosher:meat,properties/diet:kosher:pareve,properties/craft,properties/disused:amenity,properties/diet:kosher:chalav_yisrael,properties/diet:kosher:yoshon,properties/description,properties/payment:coins,properties/contact:tiktok,properties/owner,properties/facebook,properties/payment:not_cash,properties/name:en,properties/name:ru,properties/name:uk,properties/breakfast,properties/lunch,properties/contact:yelp,properties/contact:tripadvisor,properties/diet:gluten_free,properties/diet:local,properties/lat,properties/lon,properties/payment:apple_pay,properties/name:de,properties/contact:twitter,properties/toilets:access,properties/payment:american_express,properties/payment:discover_card,properties/name:es,properties/amenity_1,properties/check_date:currency:XBT,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning:operator,properties/payment:lightning_contactless,properties/payment:onchain,properties/drink:alcohol,properties/disused:office,properties/old_name,properties/contact:pinterest,properties/contact:youtube,properties/payment:diners_club,properties/opening_hours:covid19,properties/internet_access:password,properties/source:access:password,properties/brewery,properties/old_name:vi,properties/description:en,properties/reservation:website,properties/leisure,properties/loc_name,properties/brand:en,properties/brand:zh,properties/name:zh,properties/chicago:building_id,properties/changing_table,properties/highchair,properties/payment:mastercard_contactless,properties/indoor,properties/room,properties/alcohol,properties/status,properties/historic,properties/material,properties/memorial,properties/subject:wikidata,properties/subject:wikimedia_commons,properties/subject:wikipedia,properties/attraction,properties/species:wikidata,properties/species:wikipedia,properties/disused:cuisine,properties/strapline,properties/access,properties/drinking_water,properties/man_made,properties/pump,properties/yelp,properties/diet:healthy,properties/building:levels,properties/diet:nut_free,properties/diet:oil_free,properties/diet:soy_free,properties/brand:wikipedia,properties/diet:chicken,properties/diet:meat,properties/brand:ja,properties/name:ja,properties/diet:organic,properties/exhibit,properties/heritage,properties/heritage:operator,properties/heritage:website,properties/nrhp:criteria,properties/nrhp:inscription_date,properties/nrhp:nhl,properties/ref:nrhp,properties/start_date,properties/wikimedia_commons,properties/int_name,properties/sport,properties/office,properties/theme,properties/changing_table:fee,properties/changing_table:location,properties/dinner,properties/name:kr,properties/lgbtq,properties/polling_station,properties/toilets:fee,properties/toilets:supervised,properties/opening_hours:url,properties/instagram
Feature,node/5460735957,restaurant,,The Breakfast Club & Grill,,,,,,Point,-87.6620754,41.8897346,node/5460735957,Chicago,1381,60642,IL,West Hubbard Street,,,american;breakfast,no,05-08-2024,,,-3349,https://thebreakfastclubchicago.com/,,,,,,,,,,,,,,,,,,,,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460738295,restaurant,,The Press Room,,,,,,Point,-87.6559723,41.8831528,node/5460738295,Chicago,1134,60607,IL,West Washington Boulevard,,,,,09-09-2024,Mo 17:00-23:00; Tu-Sa 17:00-01:00,,-2484,https://www.pressroomchicago.com/,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460758421,restaurant,,Mister Tiger,,,,,,Point,-87.6559754,41.8912522,node/5460758421,Chicago,1132,60642,IL,West Grand Avenue,,,korean,yes,07-11-2025,Mo-Sa 17:00-21:00,,,https://www.mistertigerchicago.com,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,미스터 타이거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460763042,restaurant,,Sushi by Bou,,,,,,Point,-87.6518407,41.8875396,node/5460763042,Chicago,311,60607,IL,North Morgan Street,,,sushi,,,,no,-2285,https://sushibybou.com/,,West Loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460766489,cafe,,Sparrow Coffee,,,,,,Point,-87.6520399,41.8876913,node/5460766489,Chicago,325,60607,IL,North Morgan Street,,,coffee_shop,,,Mo-Fr 06:00-15:00; Sa-Su 06:30-15:00,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460774511,restaurant,,Port & Park,,,,,,Point,-87.6643843,41.9544928,node/5460774511,Chicago,4000,60613,IL,North Southport Avenue,,,,,,,,-9231,https://www.portandparkchicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,portandpark,,,portandpark01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BistroPort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460785521,restaurant,,Tied House,,,,,,Point,-87.6636243,41.9395264,node/5460785521,Chicago,3157,60657,IL,North Southport Avenue,,,american;new_american,,,Su-Th 16:30-23:00; Fr-Sa 16:30-00:00,,-6101,https://www.tiedhousechicago.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460822466,restaurant,,The Gundis,,,,,,Point,-87.6465617,41.9351065,node/5460822466,Chicago,2909,60657,IL,North Clark Street,,,kurdish,,,Mo 09:00-21:00; We-Th 09:00-21:00; Fr-Sa 09:00-22:00; Su 09:00-20:00,,-9796,https://thegundis.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460836745,restaurant,,Gyuro Ramen,,,,,,Point,-87.654223,41.8850614,node/5460836745,Chicago,171,60607,IL,North Aberdeen Street,,,japanese,yes,18-07-2024,Su-Th 11:30-21:30; Fr-Sa 11:30-22:30,,-10349,https://gyuroramen.com/,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460859747,restaurant,,Blue Door Kitchen & Garden,,,,,,Point,-87.6306073,41.9033294,node/5460859747,Chicago,52,60610,IL,West Elm Street,,,american,,,Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 09:00-23:00; Su 09:00-22:00,,-4884,https://bluedoorkitchenchicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460869986,restaurant,,Clever Rabbit,,,,,,Point,-87.6779447,41.9029891,node/5460869986,Chicago,2015,60622,IL,West Division Street,,,american,,,Su-Th 16:30-22:00; Fr-Sa 16:30-23:00; Sa-Su 10:00-15:00,,-10180,http://www.cleverrabbitchicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460880257,restaurant,,The Kennison,,,,,,Point,-87.6345049,41.9153668,node/5460880257,Chicago,1800,60614,IL,North Lincoln Avenue,,,american,,,Su-Th 17:00-22:00; Fr-Sa 17:00-23:00; Sa-Su 09:00-14:00,,-8362,https://www.thekennison.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5460893286,restaurant,,Coda di Volpe,,,,,,Point,-87.6635911,41.9426479,node/5460893286,Chicago,3335,60657,IL,North Southport Avenue,,,italian;pizza,,,Mo-Th 16:30-22:00; Fr 16:30-23:00; Sa 10:00-23:00; Su 10:00-22:00,,-10027,https://www.cdvolpe.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5462763915,restaurant,,Grassroots Restaurant,,,,,,Point,-87.6639084,41.9503531,node/5462763915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5466044646,restaurant,,Grand Chinese Kitchen,,,,,,Point,-87.5876493,41.736574,node/5466044646,Chicago,1511,60619,IL,East 87th Street,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5517782322,restaurant,,5Lua,,,,,,Point,-87.7125768,41.9956606,node/5517782322,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5526413316,cafe,,Ex Libris,,,,,,Point,-87.5993748,41.7925474,node/5526413316,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5526420067,cafe,,,,,,,,Point,-87.5985012,41.7958829,node/5526420067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5526423170,restaurant,,5 Rabanitos,,,,,,Point,-87.5948433,41.7993384,node/5526423170,Chicago,1301,60615,IL,East 53rd Street,,,mexican,,,We-Mo 11:00-21:00,,+1 773-966-6715,https://5rabanitos.com/chicago-pilsen-5-rabanitos-hyde-park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5526428402,restaurant,,Mahari,,,,,,Point,-87.5886172,41.7955036,node/5526428402,Chicago,1504,60615,IL,East 55th Street,,,african;caribbean;creole,,,"su-mo,we-th 17:00-21:00; fr-sa 17:00-22:00",,,https://maharirestaurant.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5526430160,restaurant,,Litehouse Whole Food Grill,,,,,,Point,-87.5841852,41.7953364,node/5526430160,,1660,,,East 55th Street,,,,,,closed,,-3992,https://www.litehousewholefoodgrill.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5559919114,restaurant,,Hing Wang,,,,,,Point,-87.6586425,41.9655203,node/5559919114,Chicago,1122,60640,IL,West Wilson Avenue,,,chinese,,,,,,http://www.hingwang-restaurant.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5567716998,restaurant,,John's Place,,,,,,Point,-87.682255,41.9433216,node/5567716998,Chicago,2132,60618,IL,West Roscoe Street,,,burger;regional,,,,yes,,,,,,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5567717000,restaurant,,Lucy's Cafe,,,,,,Point,-87.6810414,41.9433386,node/5567717000,Chicago,2100,60618,IL,West Roscoe Street,,,brunch,,,,yes,,https://lucyscafe.net,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5567717001,cafe,,Starbucks,,,,,,Point,-87.6794891,41.9430634,node/5567717001,Chicago,2023,60618,IL,West Roscoe Street,Starbucks,Q37158,coffee_shop,,25-04-2025,,yes,+1 773-281-6272,https://www.starbucks.com/store-locator/store/16845/2023-w-roscoe-roscoe-villag-2023-25-west-roscoe-street-chicago-il-606186246-us,,2023 West Roscoe - Roscoe Villag,Starbucks Coffee,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5567717002,restaurant,,Sinya Mediterranean,,,,,,Point,-87.6785481,41.9403305,node/5567717002,,3224,,,North Damen Avenue,,,mediterranean,,,Mo-Su 11:00-21:00,yes,-7369,https://www.eatsinya.com/,,,,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5571123422,restaurant,,Taco Madre,,,,,,Point,-87.6273227,41.871182,node/5571123422,Chicago,823,60605,IL,South State Street,,,mexican,,,Su-Th 11:00-23:00; Fr-Sa 11:00-01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5571138424,restaurant,,Chi Cafe,,,,,,Point,-87.6345564,41.853545,node/5571138424,Chicago,2160,60616,IL,South Archer Avenue,,,chinese,,,16:00-02:00,,-11146,https://www.chicafeonline.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5586698397,cafe,,Starbucks,,,,,,Point,-87.6269457,41.8915072,node/5586698397,Chicago,515,60611,IL,North State Street,Starbucks,Q37158,coffee_shop,,,,,,,,,Starbucks Coffee,yes,,https://www.starbucks.com/store-locator/store/1006938/grand-wabash-515-n-state-st-chicago-il-606544854-us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5586698400,restaurant,,437 Rush,,,,,,Point,-87.6251166,41.8904253,node/5586698400,Chicago,437,60611,IL,North Rush Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5597509522,restaurant,,The StopAlong,,,,,,Point,-87.6838026,41.9143219,node/5597509522,Chicago,1812,60647,IL,North Milwaukee Avenue,,,pizza;burger;american,,,Tu-Sa 11:00-22:00; Su 11:00-21:00; Mo off,sidewalk,-5860,https://www.thestopalong.com/,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5609856421,cafe,,Bridge Cafe,,,,,,Point,-87.7074544,41.8873854,node/5609856421,Chicago,3219,60624,IL,West Carroll Avenue,,,,,,,,-9515,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5616052668,,,Hampton Inn Chicago Downtown West Loop,,Hilton,,,hotel,Point,-87.643003,41.8837478,node/5616052668,Chicago,116,60661,IL,North Jefferson Street,Hampton,Q5646230,,yes,14-11-2024,,,+1 312-648-0000,https://hamptoninn3.hilton.com/en/hotels/illinois/hampton-inn-chicago-downtown-west-loop-CHIWXHX/index.html,,Chicago Downtown West Loop,Hampton by Hilton,,,,,,no,,,,,,,CHIWXHX,,,,,no,yes,,,,,,,wlan,yes,,,,,,,,,,,,,,Hampton Inn,+1 312-648-0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5618026461,restaurant,,Interurban Boathouse,,,,,,Point,-87.664928,41.9169557,node/5618026461,Chicago,1438,60614,IL,West Cortland Street,,,,,,"Mo-Th 08:00-21:00; Fr,Sa 08:00-22:00; Su 08:00-15:00",,-9209,https://interurbanchicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5623406086,restaurant,,Excelsior Garden,,,,,,Point,-87.7609158,41.9692208,node/5623406086,Chicago,4855,60630,IL,North Milwaukee Avenue,,,chinese,,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5624360081,restaurant,,Naf Naf Grill,,,,,,Point,-87.6413733,41.8812924,node/5624360081,Chicago,14,60661,IL,South Clinton Street,Naf Naf Grill,Q111901442,middle_eastern,yes,09-11-2024,Mo-Fr 10:30-21:00; Sa-Su 11:00-20:00,,+1 312-967-1844,https://www.nafnafgrill.com/locations/#jump-presidential-towers,,Presidential Towers,,,US,,,,,,,,,,,,,,,,yes,yes,yes,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5625466899,cafe,,Starbucks,,,,,,Point,-87.6415303,41.8830032,node/5625466899,Chicago,40,60661,IL,North Clinton Street,Starbucks,Q37158,coffee_shop,,,,,+1 312-463-0331,https://www.starbucks.com/store-locator/store/13726/washington-clinton-40-n-clinton-st-chicago-il-606613400-us,,Washington & Clinton,Starbucks Coffee,yes,,,,,,,,,,,,13726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
