type,properties/@id,properties/name,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/amenity,properties/created_by,properties/addr:state,properties/ele,properties/gnis:feature_id,properties/brand,properties/brand:wikidata,properties/cuisine,properties/opening_hours,properties/takeaway,properties/addr:city,properties/addr:housenumber,properties/addr:province,properties/addr:street,properties/brand:wikipedia,properties/diet:vegan,properties/diet:vegetarian,properties/indoor_seating,properties/official_name,properties/outdoor_seating,properties/smoking,properties/wheelchair,properties/contact:facebook,properties/contact:instagram,properties/phone,properties/website,properties/website:menu,properties/check_date,properties/source,properties/diet:halal,properties/diet:kosher,properties/addr:postcode,properties/payment:credit_cards,properties/payment:debit_cards,properties/addr:unit,properties/check_date:opening_hours,properties/check_date:smoking,properties/internet_access,properties/internet_access:fee,properties/not:brand:wikidata,properties/email,properties/air_conditioning,properties/delivery,properties/wikidata,properties/alt_name,properties/operator,properties/internet_access:ssid,properties/reservation,properties/contact:yelp,properties/image,properties/changing_table,properties/drive_through,properties/description,properties/height,properties/historic,properties/wikipedia,properties/bar,properties/diet:gluten_free,properties/level,properties/branch,properties/website:en,properties/website:fr,properties/toilets:wheelchair,properties/display,properties/support,properties/visibility,properties/opening_hours:signed,properties/capacity,properties/toilets,properties/brand:en,properties/brand:zh,properties/name:en,properties/name:zh,properties/shop,properties/amenity:bar,properties/payment:cash,properties/stars,properties/addr:floor,properties/toilets:access,properties/internet_access:type,properties/url,properties/indoor,properties/payment:visa,properties/direction,properties/diet:non-vegetarian,properties/note,properties/opening_hours:2025-12-21-,properties/microbrewery,properties/payment:interac,properties/check_date:currency:XBT,properties/currency:XBT,properties/payment:coinos,properties/payment:lightning,properties/payment:onchain,properties/survey:date,properties/payment:mastercard,properties/alt_name:en,properties/alt_name:vi,properties/name:vi,properties/source:location,properties/old_name,properties/highchair,properties/designation,properties/drive_in,properties/payment:american_express,properties/payment:cards,properties/payment:coins,properties/payment:contactless,properties/payment:notes,properties/short_name,properties/start_date,properties/diet:organic,properties/natural,properties/addr:country,properties/entrance,properties/payment:lightning_contactless,properties/self_service,properties/check_date:diet:vegetarian,properties/payment:apple_pay,properties/fax,properties/diet:meat,properties/name:ko,properties/bakery,properties/fixme,properties/name:fi,properties/internet,properties/brewery,properties/ref,properties/int_name,properties/diet:dairy_free,properties/diet:paleo,properties/postal_code,properties/payment:alipay,properties/payment:jcb,properties/payment:wechat,properties/contact:website,properties/diet:healthy,properties/diet:local,properties/diet:lactose_free,properties/diet:milk_tea,properties/diet:natural_foods,properties/internet_access:password,properties/opening_hours:drive_through,properties/contact:phone,properties/name:zh-Hans,properties/phone:mnemonic,properties/check_date:internet_access,properties/delivery:partner,properties/diet:chicken,properties/diet:fish,properties/diet:seafood,properties/name:fr,properties/payment:discover_card,properties/payment:visa_debit,properties/cocktails,properties/name:ja,properties/leisure,properties/language:en,properties/language:vi,properties/haunted,properties/office,properties/name:yue,properties/theme,properties/happy_hours,properties/name:yue-Hant,properties/diet:pescetarian,properties/television,properties/name:zh-Hant,properties/contact:email,properties/takeaway:covid19,properties/faces,properties/opening_hours:covid19,properties/payment:app,properties/panoramax,properties/panoramax:0,properties/panoramax:1,properties/panoramax:2,properties/toilets:fee,properties/toilets:gender_segregated,properties/toilets:wheelchair:grab_rail:foldable:left,properties/toilets:wheelchair:grab_rail:left,properties/toilets:wheelchair:grab_rail:right,properties/website:orders,properties/name:de,properties/disused:cuisine,properties/craft,properties/rooms,properties/addr:suite,properties/description:en,properties/payment:google_pay,properties/payment:square_pay,properties/pizza:style,properties/karaoke,properties/diet:omnivore,properties/building,properties/note:address_buildingnumber,properties/toilets:menstrual_products,properties/check:date,properties/drink:bubble_tea,properties/was:name,properties/drink:beer,properties/drink:coffee,properties/drink:tea,properties/drink:wine,properties/drink:espresso,properties/takeaway:website,properties/level:ref,properties/contact:youtube,properties/phone:tollfree
Feature,node/3870325216,Caffè Soccavo,,Point,-123.069778,49.2725875,node/3870325216,cafe,,,,,,,,08:00-20:00,,Vancouver,1321,BC,Commercial Drive,,,,,,,no,,,,-3787,https://soccavoyvr.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3870325217,Livia Forno e Vino,,Point,-123.0697856,49.2722682,node/3870325217,restaurant,,,,,,,italian,Tu-Su 09:00-17:00,,Vancouver,1399,,Commercial Drive,,,,,,,,,,,,https://www.liviasweets.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3870325229,Cafe Du Soleil,,Point,-123.0697839,49.2724289,node/3870325229,cafe,,,,,,,,"Mo,We-Fr 08:00-03:00, PH,Sa,Su 09:00-03:00",,Vancouver,1393,BC,Commercial Drive,,,yes,,,,,,,,-2002,https://www.cafedusoleilbistro.com/,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3875349063,Kitchen Table Cafe,,Point,-122.5341054,45.6262137,node/3875349063,restaurant,,,,,,,,Mo-Sa 06:30-14:30; Su 07:00-14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3887067937,Cantina Di Luigi,,Point,-123.0992485,49.2786795,node/3887067937,restaurant,,,,,,,italian,We-Th 17:00-22:00; Fr-Sa 17:00-23:00,,Vancouver,213,BC,East Georgia Street,,,,,,,,,,,,https://www.cantinadiluigi.com/,,,,,,V5T 2R6,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3892520182,Yet's Cafe,,Point,-123.131088,49.2776328,node/3892520182,cafe,,,,,,,,"Mo-Fr 14:00-22:30; Sa,Su 12:00-22:30",,Vancouver,1312,BC,Burrard Street,,,,yes,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3892520725,Daikichi Sushi,,Point,-123.131337,49.2774536,node/3892520725,restaurant,,,,,,,sushi,We-Mo 11:00-21:30,,Vancouver,1346,BC,Burrard Street,,,yes,yes,,no,no,limited,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3892521307,Rocanini,,Point,-123.115107,49.2770169,node/3892521307,cafe,,,,,,,,Mo-Fr 07:00-17:00; Su 08:00-15:00; Sa 08:00-17:00,,Vancouver,863,BC,Beatty Street,,,,yes,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3894506201,Harambe,,Point,-123.0699772,49.2655847,node/3894506201,restaurant,,,,,,,ethiopian,,,Vancouver,2149,BC,Commercial Drive,,yes,,,,,,,,,-1879,https://harambeethiopianrestaurant.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V5N 4B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3897533307,Nusa Coffee,,Point,-123.109495,49.2836087,node/3897533307,cafe,,,,,,,coffee_shop,,,Vancouver,310,BC,West Cordova Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3897533448,Danny's Inn,hotel,Point,-123.1094244,49.283245,node/3897533448,,,,,,,,,,,Vancouver,317,BC,Cambie Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3898779121,Timbertrain,,Point,-123.1094962,49.2839055,node/3898779121,cafe,,,,,,,,"Mo-Fr 09:00-16:00; Sa, Su 08:00-16:00",,Vancouver,311,BC,West Cordova Street,,,,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A cafe for coffee and cookies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3898779303,Haru Korean Kitchen,,Point,-123.109213,49.2829428,node/3898779303,restaurant,,,,,,,korean,Mo-Fr 11:30-21:00; Sa-Su 12:00-21:00,,Vancouver,324,BC,Cambie Street,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3900865591,Starbucks,,Point,-122.5576795,45.6657752,node/3900865591,cafe,,WA,,,Starbucks,Q37158,coffee_shop,,yes,Vancouver,11211,,Northeast Plain Boulevard,,,,,Starbucks Coffee,,,,,,-4861,https://www.starbucks.com/store-locator/store/17053/112-th-4th-plain-vancouver-11211-ne-4th-plain-blvd-103-vancouver-wa-986625806,,,,,,98662,,,103,,,,,,,,,,,,,,,,,,,,,,,,,112th & 4th Plain- Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3902395925,Coast To Coast Fish House,,Point,-122.4753159,45.6215833,node/3902395925,restaurant,,WA,,,,,,,,Camas,19206,,Southeast 1st Street,,,,,,,,,,,,https://www.coasttocoastfishhouse.com/,,,,,,98607,,,Suite 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This place is no longer here. It looks like it's getting replaced with another restaurant (Virasat Indian Cuisine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3902395927,Ume Coffee & Tea,,Point,-122.4748209,45.621585,node/3902395927,cafe,,WA,,,,,bubble_tea,,,Camas,19206,,Southeast 1st Street,,,,,,no,,,,,,,,18-08-2025,,,,98607,,,Suite 114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3902395933,Sushi Moto,,Point,-122.4751021,45.6215867,node/3902395933,restaurant,,WA,,,,,,,,Camas,19206,,Southeast 1st Street,,,,,,,,,,,,,,01-04-2025,,,,98607,,,Suite 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3903603211,Starbucks,,Point,-122.504953,45.6140863,node/3903603211,cafe,,WA,,,Starbucks,Q37158,coffee_shop,,yes,Vancouver,918,,Southeast 164th Avenue,,,,,Starbucks Coffee,,,,,,-8647,https://www.starbucks.com/store-locator/store/1010432/164th-mill-plain-918-se-164th-ave-100-vancouver-wa-986839603-us,,,,,,98683,,,100,,,wlan,,,,,,,,,,,,,,,,,,,,,,164th & Mill Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3903791371,Starbucks,,Point,-122.476814,45.617226,node/3903791371,cafe,,WA,,,Starbucks,Q37158,coffee_shop,,yes,Vancouver,530,,Southeast 192nd Avenue,,,,,Starbucks Coffee,,,,,,-10039,https://www.starbucks.com/store-locator/store/14554/columbia-tech-center-530-se-192nd-avenue-bldg-1-vancouver-wa-986839680-,,,,,,98683,,,1,,,wlan,no,,,,,,,,,,,,,,,,,,,,,Columbia Tech Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3903791375,Los Bros,,Point,-122.4796415,45.6161831,node/3903791375,restaurant,,WA,,,,,mexican,,,Vancouver,18919,,Southeast Mill Plain Boulevard,,,,,,,,,,,,,,,,,,98683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908754744,Kwan Luck Seafood Restaurant,,Point,-123.0540931,49.2396385,node/3908754744,restaurant,,,,,,,chinese,,,Vancouver,2516,,Kingsway,,,,,,,,,,,-4924,,,,,,,V5R 5H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908761987,Tina Cake Desserts,,Point,-123.053706,49.2396667,node/3908761987,restaurant,,,,,,,vietnamese;dessert;snackbar,12:00-2:00,,Vancouver,2528,,Kingsway,,,,,,,,,,,-6212,,,,,,,V5R 5H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908762097,Yue Ting Seafood Restaurant,,Point,-123.0535933,49.2396139,node/3908762097,restaurant,,,,,,,chinese,,,Vancouver,2532,,Kingsway,,,,,,,,,,,-2032,,,14-08-2024,,,,V5R 5H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908766223,Off the Grid Waffle Cafe,,Point,-123.090816,49.2306058,node/3908766223,cafe,,,,,,,dessert;brunch;waffle;fried_chicken,,,Vancouver,5943,,Fraser Street,,,,,,no,,,,,-1637,,,,,,,V5W 2Z6,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908778189,Top Cantonese Cuisine Restaurant,,Point,-123.049398,49.2375423,node/3908778189,restaurant,,,,,,,chinese,,,Vancouver,2752,,Kingsway,,,,yes,,no,,,,,-2662,http://topcantonese.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908778191,Lá Chuối Cuisine,,Point,-123.0482787,49.237142,node/3908778191,restaurant,,,,,,,vietnamese,,,Vancouver,2780,,Kingsway,,,,,,,,,,https://www.instagram.com/lachuoi_cuisine/,,,,,,,,V5R 5H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908789394,Crab Hot Lau,,Point,-123.0628353,49.2442677,node/3908789394,restaurant,,,,,,,vietnamese,,,Vancouver,2141,BC,Kingsway,,,,,,,,,,,-4659,,,11-01-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908789395,Vegan Pizza House,,Point,-123.063154,49.2444085,node/3908789395,restaurant,,,,,,,pizza,Mo-We 11:00-22:00; Th-Su 15:00-22:00,,Vancouver,2119,,Kingsway,,only,,,,,,,https://facebook.com/pg/VeganPizzaHouse,VeganPizzaHouse,-6187,https://veganpizzahouse.ca,https://www.veganpizzahouse.ca/menu.htm,,,,,V5N 2T4,,,,,,,,,info@veganpizzahouse.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908789399,Zamzam Grill,,Point,-123.063346,49.2441194,node/3908789399,restaurant,,,,,,,middle_eastern,Mo-Su 11:00-22:00,,Vancouver,2141,BC,Kingsway,,yes,yes,,,,,,,,-1470,https://zamzamgrill.ca/,,01-09-2023,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908795276,Neighbour's Restaurant & Pizza House,,Point,-123.065204,49.2380141,node/3908795276,restaurant,,,,,,,,,,Vancouver,5108,,Victoria Drive,,,,,,,,,,,-2386,,,,,,,V5P 3V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908795277,Kalvin's Szechuan Restaurant,,Point,-123.0655991,49.2372505,node/3908795277,restaurant,,,,,,,chinese,"Th-Tu 11:00-14:30,17:30-21:30",,Vancouver,5225,,Victoria Drive,,,,,,,,,,,-3812,,,,,,,V5P 3V4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3908795278,Hanoi Old Quarter Restaurant,,Point,-123.0655854,49.2373336,node/3908795278,restaurant,,,,,,,,,,Vancouver,5207,BC,Victoria Drive,,,,,,,,,,,-7719,,,,,,,V5P 3V4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3931566492,Tokyo In April,,Point,-123.1074046,49.2803833,node/3931566492,restaurant,,,,,,,japanese,,,Vancouver,526,BC,Abbott Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3932734586,Yopo,,Point,-123.121902,49.2760108,node/3932734586,restaurant,,,,,,,chinese,We-Mo 11:30-22:00,,Vancouver,1122,BC,Homer Street,,,,yes,,no,no,,,,-10888,https://sweetmandarin.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3932734946,Nuba,,Point,-123.1245551,49.2759195,node/3932734946,restaurant,,,,,,,lebanese,"Mo, Su 12:00-21:00; Fr, Sa 12:00-22:00",,Vancouver,508,BC,Davie Street,,yes,yes,yes,,yes,no,,,,-5393,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3932735573,Brix & Mortar,,Point,-123.1220661,49.2756856,node/3932735573,restaurant,,,,,,,,,,Vancouver,1138,BC,Homer Street,,,,yes,,yes,,,,,,https://www.brixandmortar.ca,,,,,,V6B 2X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3932735753,O-Cha Tea Bar,,Point,-123.121757,49.2761071,node/3932735753,cafe,,,,,,,tea,Mo-Fr 07:30-17:00; Sa 09:30-16:00,,Vancouver,1116,BC,Homer Street,,,yes,yes,,no,no,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3933401480,Bao Bei,,Point,-123.1005703,49.2796203,node/3933401480,restaurant,,,,,,,chinese,Fr-Sa 17:30-00:00; Su-Th 17:30-22:00; ,,Vancouver,163,BC,Keefer Street,,,,,,,,,,,-2167,https://www.bao-bei.ca,,17-05-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
