type,properties/@id,properties/amenity,properties/name,properties/source,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/tourism,properties/opening_hours,properties/stars,properties/AND_a_nosr_p,properties/website,properties/fixme,properties/created_by,properties/check_date,properties/addr:city,properties/addr:postcode,properties/addr:street,properties/cuisine,properties/phone,properties/name:en,properties/name:es,properties/name:pt,properties/brand,properties/brand:wikidata,properties/takeaway,properties/historic,properties/wikidata,properties/wikimedia_commons,properties/wikipedia,properties/place,properties/panoramax,properties/addr:housename,properties/smoking,properties/addr:housenumber,properties/url,properties/addr:district,properties/diet:healthy,properties/addr:country,properties/addr:place,properties/contact:email,properties/phone2,properties/diet:vegetarian,properties/outdoor_seating,properties/brand:wikipedia,properties/contact:instagram,properties/note,properties/alt_name,properties/internet_access,properties/wifi,properties/toilets:wheelchair,properties/wheelchair,properties/drive_in,properties/delivery,properties/air_conditioning,properties/indoor_seating,properties/internet_access:fee,properties/level,properties/service:electricity,properties/diet:lacto_vegetarian,properties/name:hi,properties/name:ma,properties/addr:suburb,properties/changing_table,properties/toilets:access,properties/operator,properties/diet:non-vegetarian,properties/brand:pa,properties/brand:ur,properties/name:pa,properties/name:ur,properties/official_name,properties/official_name:pa,properties/official_name:ur,properties/denomination,properties/religion,properties/start_date,properties/brand:ks,properties/name:ks,properties/capacity,properties/opening_hours:covid19,properties/check_date:opening_hours,properties/building,properties/addr:state,properties/entrance,properties/contact:phone,properties/bar,properties/description,properties/branch,properties/email,properties/panoramax:0,properties/panoramax:1,properties/panoramax:2,properties/payment:cards,properties/payment:cash,properties/payment:qr_code,properties/old_name,properties/reservation,properties/access,properties/amenity_1,properties/shop,properties/name:ru,properties/name:gu,properties/toilets,properties/contact:facebook,properties/contact:tripadvisor,properties/contact:twitter,properties/contact:website,properties/diet:meat,properties/beds,properties/rooms,properties/name:mr,properties/self_service,properties/name:fr,properties/diet:vegan,properties/payment:credit_cards,properties/payment:debit_cards,properties/power_supply,properties/website:menu,properties/name:ar,properties/name:km,properties/addr:unit,properties/name:ml,properties/contact:mobile,properties/mobile,properties/diet:chicken,properties/diet:seafood,properties/seats,properties/tables,properties/name:nl,properties/diet:jain,properties/diet:gluten_free,properties/food,properties/brewery,properties/fax,properties/internet_access:ssid,properties/payment:mastercard,properties/diet:jain_vegetarian,properties/currency:BCH,properties/operator:hi,properties/diet:halal,properties/addr:neighbourhood,properties/contact:website:menu,properties/price,properties/payment:google_pay,properties/private,properties/diet:lactose_free,properties/image:menu,properties/image:menu:0,properties/image:menu:1,properties/image:menu:2,properties/image:menu:3,properties/image:menu:4,properties/image:menu:5,properties/image:menu:6,properties/opening_hours:signed,properties/payment:upi,properties/theme,properties/timing,properties/addr:full,properties/addr:subdistrict,properties/drive_through,properties/handwashing:soap,properties/highchair,properties/payment:app,properties/payment:cheque,properties/payment:coins,properties/payment:contactless,properties/payment:visa,properties/payment:visa_debit,properties/toilets:disposal,properties/toilets:fee,properties/toilets:gender_segregated,properties/toilets:hands_drying,properties/toilets:handwashing,properties/toilets:paper_supplied,properties/toilets:position,properties/diet:local,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning_contactless,properties/payment:onchain,properties/survey:date,properties/loc_name,properties/diet:organic,properties/parking,properties/taxi,properties/microbrewery,properties/baby_feeding,properties/opening_hours:kitchen,properties/addr:floor,properties/diet:fish,properties/check_date:currency:XBT,properties/brand:website,properties/reusable_packaging:accept,properties/indoor,properties/diet:non-halal,properties/diet:sugar_free,properties/cafe
Feature,node/6790531869,cafe,Cafe Coffee Day,,Point,72.8144272,19.0020823,node/6790531869,,,,,,,,,Mumbai,,Dr. R. G. Thadani Marg,coffee_shop,,,,,Cafe Coffee Day,Q5017235,yes,,,,,,,,,108,,,,,Neelam Building,,,,,en:Café Coffee Day,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6795338489,restaurant,,,Point,72.9119147,19.1196048,node/6795338489,,,,,,,,,,400076,Central Avenue,indian;chinese,25797400,Juicy rasoi,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6795434686,restaurant,,,Point,72.909736,19.1165379,node/6795434686,,,,,,,,,,400076,Central Avenue,grill,,Sigree Global Grill above maple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6795446404,restaurant,Chili's,,Point,72.9094309,19.1163867,node/6795446404,,,,,,,,,,400076,Central Avenue,tex-mex,,Chili’s;Chili's,,,Chili's,Q1072948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chili's Grill & Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6795455687,restaurant,,,Point,72.9098224,19.1168168,node/6795455687,,,,,,,,,,400076,Central Avenue,indian,,The Butter Kitchen above aromas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6795476406,restaurant,,,Point,72.9072553,19.1151201,node/6795476406,,,,,,,,,,,Central Avenue,indian,,Great Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6795540688,cafe,,,Point,72.9071584,19.1151187,node/6795540688,,Mo-Su 09:00-22:30,,,,,,,,400076,Central Avenue - from Tulip to Forest Street Junction,,,99 Pancakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6795540689,cafe,,,Point,72.9071199,19.1151114,node/6795540689,,,,,,,,,,400076,Central Avenue - from Tulip to Forest Street Junction,cake;sandwich;coffee_shop,,Elementaria Bakery Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6795570385,cafe,,,Point,72.9073569,19.1153848,node/6795570385,,,,,,,,,,,Central Avenue - from Tulip to Forest Street Junction,cake;coffee_shop,,Sweet house Mafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6796225585,,,,Point,72.8923,19.0986249,node/6796225585,hotel,24-Jul,,,https://www.hotelmeriton.in/,,,,,400072,Andheri Ghatkopar Link Road,,9167034212,Hotel Meriton,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotelmeriton2019@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6801919195,,Red House Hostel,,Point,72.9194954,19.1256443,node/6801919195,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+91 60039 05835;+91 78963 08018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6801919208,cafe,Anna Juice Centre,,Point,72.9192427,19.1275148,node/6801919208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6801919210,cafe,Tiwari Tea Stall,,Point,72.9192498,19.1275446,node/6801919210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6802082688,restaurant,China Valley,,Point,72.9065575,19.118035,node/6802082688,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese Restaurant and Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6802082689,restaurant,Utsav Restaurant,,Point,72.9063902,19.1183331,node/6802082689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6804290537,restaurant,Maddu Mess,,Point,72.9191817,19.1272826,node/6804290537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a little inside the lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6804290542,cafe,A one juice,,Point,72.9192072,19.1273764,node/6804290542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juice and Soda centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805069989,cafe,,,Point,72.9159401,19.1323844,node/6805069989,,,,,,,,,,,,,,Nescafe Coffee Shack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805177285,cafe,,,Point,72.9048936,19.1178236,node/6805177285,,,,,,,,,,,,,,SanDoitchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805301587,restaurant,Aromas,,Point,72.9098143,19.116857,node/6805301587,,Mo-Su 09:00-21:00,,,,,,,Mumbai,400076,Central Avenue,coffee_shop;sandwich;fish_and_chips;burger;pasta;mediterranean;lebanese;chinese;cake;brunch;italian,,Aromas,,,,,,,,,,,,,,1,,Powai,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805304885,restaurant,,,Point,72.9097739,19.1167488,node/6805304885,,,,,,,,,,,,,,The Butter Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805332886,cafe,Theobroma,,Point,72.9089578,19.1156584,node/6805332886,,,,,,,,,,,,,,Theobroma,,,Theobroma,Q124374469,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805332890,restaurant,,,Point,72.9087522,19.1160248,node/6805332890,,,,,,,,,,,,,,Red Olives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805333287,restaurant,,,Point,72.9088984,19.1161109,node/6805333287,,,,,,,,,,,,,,Red Olives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805390986,restaurant,,,Point,72.9085796,19.1153424,node/6805390986,,,,,,,,,,,,,,Mainland China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805394485,cafe,Chaayos,,Point,72.9087633,19.1155043,node/6805394485,,,,,,,,,,,,tea,,Chaayos,,,Chaayos,Q117235235,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805447685,restaurant,,,Point,72.9088616,19.1155586,node/6805447685,,,,,,,,,,,,,,BusaGo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805465888,restaurant,,,Point,72.907336,19.1151467,node/6805465888,,,,,,,,,,,,,,The Great punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805468987,cafe,,,Point,72.9070531,19.1150616,node/6805468987,,,,,,,,,,,,,,Elementaria Bakery and Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831551,cafe,Poetry - By Love and Cheescake,,Point,72.9090406,19.1157038,node/6810831551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831552,restaurant,Sigree Global Grill,,Point,72.9094298,19.1164632,node/6810831552,,,,,,,,,,,,italian;asian;grill;bistro;chinese;regional;fries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,"North Indian Cuisine Restaurant, on the first floor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831553,cafe,Suzette Cafe,,Point,72.9095683,19.1170593,node/6810831553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831555,restaurant,Parabola Restaurant,,Point,72.9116437,19.1185114,node/6810831555,,Mo-Su 07:00-23:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831557,,Rodas - An Ecotel Hotel,,Point,72.9116829,19.1185925,node/6810831557,hotel,,3,,https://www.fernhotels.com/rodas-an-ecotel-hotel-mumbai#,,,,,,,,022 6693 6969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831563,restaurant,Little Punjab Restaurant,,Point,72.9115669,19.1192914,node/6810831563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Floor Galleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831565,restaurant,Charpai - The Flavour,,Point,72.9114646,19.1194409,node/6810831565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eatery on the first floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831567,restaurant,Juicy Stuff,,Point,72.9113547,19.1193864,node/6810831567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eatery on the first floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831568,restaurant,China House,,Point,72.911298,19.1193569,node/6810831568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eatery on the first floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831570,restaurant,Dum Matka,,Point,72.9113651,19.1193249,node/6810831570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indian Cuisine, Dum Biryani, Kebabs, First Floor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831571,restaurant,China Chilli,,Point,72.9114127,19.1193544,node/6810831571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop number 153, Galleria, First Floor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831572,restaurant,Hanglas - The Taste of Kolkata,,Point,72.9114613,19.1193782,node/6810831572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6810831573,restaurant,Asian Wok,,Point,72.9114985,19.1194007,node/6810831573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chinese, Thai, Pan Asian Restaurant, First Floor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6813467113,,Bandra Fort Gate,,Point,72.8185972,19.042924,node/6813467113,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6813483411,restaurant,Badshah Falooda Place,,Point,72.8334369,18.9474561,node/6813483411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6816067581,restaurant,Sardar Pav Phaji,,Point,72.8148737,18.9698483,node/6816067581,,,,,,,,,Mumbai,,Pandit Madan Mohan Malviya Marg,,,,,,,,,,,,,,,,,166-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6865999186,restaurant,,,Point,72.8629902,19.1111181,node/6865999186,,,,,,,,,,,,,,The Punjabi's Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6865999285,,,,Point,72.8602512,19.1154575,node/6865999285,hotel,,,,,,,,,,,,,Sai Palace Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
