type,properties/@id,properties/addr:city,properties/addr:country,properties/addr:state,properties/heritage:operator,properties/historic,properties/is_in:city,properties/is_in:country,properties/is_in:country_code,properties/is_in:iso_3166_2,properties/is_in:state,properties/name,properties/name:ar,properties/name:bg,properties/name:bn,properties/name:en,properties/name:hi,properties/name:ja,properties/name:ka,properties/name:ml,properties/name:or,properties/name:ru,properties/name:ta,properties/name:th,properties/name:uk,properties/name:zh,properties/ref:whc,properties/start_date,properties/tourism,properties/whc:criteria,properties/whc:inscription_date,properties/wikidata,properties/wikipedia:en,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/access,properties/common_name:en,properties/name:de,properties/name:fr,properties/name:it,properties/opening_hours,properties/wikipedia,properties/castle_type,properties/addr:postcode,properties/breakfast,properties/check_date,properties/internet_access,properties/internet_access:fee,properties/swimming_pool,properties/website,properties/amenity,properties/diet:vegetarian,properties/addr:housenumber,properties/addr:street,properties/stars,properties/addr:full,properties/email,properties/phone,properties/postal_code,properties/source,properties/smoking,properties/wheelchair,properties/beds,properties/rooms,properties/designation,properties/addr:housename,properties/alt_name,properties/cuisine,properties/url,properties/addr:district,properties/description,properties/phone2,properties/capacity,properties/takeaway,properties/payment:credit_cards,properties/payment:debit_cards,properties/brand,properties/brand:wikidata,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/level,properties/operator,properties/brand:wikipedia,properties/name:ko,properties/int_name,properties/delivery,properties/outdoor_seating,properties/diet:vegan,properties/inscription,properties/addr:unit,properties/name:hu,properties/name:pt,properties/air_conditioning,properties/fax,properties/payment:cash,properties/payment:contactless,properties/short_name,properties/contact:email,properties/opening_hours:covid19,properties/addr:floor,properties/not:name,properties/parking,properties/addr:locality,properties/shop,properties/brand:pa,properties/brand:ur,properties/name:pa,properties/name:ur,properties/official_name,properties/official_name:pa,properties/official_name:ur,properties/entrance,properties/highchair,properties/website:menu,properties/drive_through,properties/payment:cards,properties/payment:mobile_phone,properties/payment:upi,properties/contact:phone,properties/reservation,properties/toilets,properties/toilets:access,properties/addr:place,properties/mobile,properties/branch,properties/payment:google_pay,properties/payment:mastercard,properties/payment:phonepe,properties/payment:visa,properties/payment:zomato_pay,properties/price,properties/type,properties/disused,properties/brewery,properties/changing_table,properties/microbrewery,properties/bar,properties/building:levels,properties/name:mr,properties/fee
Feature,node/4014990003,Jaipur,,,,,,,,,,Hotel Shikha,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7969727,26.9058881,node/4014990003,,,,,,24/7,,,302001,,,wlan,,,https://www.hotelshikha.com/,,,R-14,Yudhishthir Marg,,,info@hotelshikha.com,+919582221212,,,outside,limited,,,,,,,,,,,,,,,,,hotelshikha,hotelshikha,shikhahoteljai,-1,Deepak Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4015018939,Jaipur,,,,,,,,,,Cafe Coffee Day,,,,,,,,,,,,,,,,,,,,,,Point,75.7970467,26.9060748,node/4015018939,,,,,,11:00-23:00,,,302001,,,no,,,https://www.cafecoffeeday.com/,cafe,,R-14,Yudhishthir Marg,,,,+911414048647,,,outside,limited,,,,,,coffee_shop,,,,,,yes,,,Cafe Coffee Day,Q5017235,,,,0,,en:Café Coffee Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4043290405,,,,,,,,,,,Royal Aashiyana,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7900785,26.9244262,node/4043290405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4148608889,,,,,,,,,,,,,,,,,,,,,,,,,,,,attraction,,,,,Point,75.7467627,27.0214126,node/4148608889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4218873784,,,,,,,,,,,Karnot Mahal,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8351214,26.9207579,node/4218873784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4226406593,,,,,,,,,,,"Cheel Gadi, Sanganer",,,,,,,,,,,,,,,,,,,,,,Point,75.8109285,26.8219982,node/4226406593,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4226415889,,,,,,,,,,,Hotel Red Fox Jaipur,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8067406,26.864948,node/4226415889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4335325894,,,,,,,,,,,Hotel Green Lemon,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7456837,26.9236319,node/4335325894,,,,,,24/7,,,302001,,,wlan,,,,,,29,Khatipura Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4348672497,,,,,,,,,,,Mohan Restaurant,,,,,,,,,,,,,,,,,,,,,,Point,75.7987261,26.9198945,node/4348672497,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4350999402,,,,,,,,,,,Shakun Hotel,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8021874,26.9113177,node/4350999402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4394275790,,,,,,,,,,,,,,,Nahargarh Fort,,,,,,,,,,,,,attraction,,,,Nahargarh Fort,Point,75.8165299,26.9400336,node/4394275790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4408430990,,,,,,,,,,,Hotel arco palace,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7994632,26.9227841,node/4408430990,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4427339589,,,,,,,,,,,,,,,,,,,,,,,,,,,,attraction,,,,,Point,75.7573272,26.9369522,node/4427339589,,,,,,,,,302012,,,,,,,fire_station,,2B,Khatipura Road,,,,01412466336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4456109605,,,,,,,,,,,Shravan Hotel And Restaurant,,,,,,,,,,,,,,,,,,,,,,Point,75.9395895,27.0782842,node/4456109605,,,,,,,,,,,,,,,,restaurant,,,,,,,+919929238948,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4464789989,,,,,,,,,,,,,,,Sweet Dreams Hotel Rooftop Restaurant,,,,,,,,,,,,,hotel,,,,,Point,75.8200153,26.9170942,node/4464789989,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4466075493,,,,,,,,,,,Kailash Restaurant,,,,Kailash Restaurant,,,,,,,,,,,,,,,,,,Point,75.8281377,26.9270367,node/4466075493,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4466633245,,,,,,,,,,,hotel grand uniara,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8162124,26.8981276,node/4466633245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4483166712,,,,,,,,,,,Rajputana Haveli,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8354746,26.937669,node/4483166712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4486240690,,,,,,,,,,,crown palace,,,,Crown Palace,,,,,,,,,,,,,hotel,,,,,Point,75.8047205,26.9206591,node/4486240690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4486241989,,,,,,,,,,,hotel vijeet palace,,,,Hotel Vijeet Palace,,,,,,,,,,,,,hotel,,,,,Point,75.8050993,26.9204834,node/4486241989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4486242089,,,,,,,,,,,bella italia,,,,Bella Italia,,,,,,,,,,,,,,,,,,Point,75.8039761,26.9209467,node/4486242089,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,italian_pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4486250984,,,,,,,,,,,Hotel King Land,,,,,,,,,,,,,,,,,,,,,,Point,75.3467918,26.7600135,node/4486250984,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4487887690,,,,,,,,,,,,,,,Clay Botik - Pottery Studio,,,,,,,,,,,,,attraction,,,,,Point,75.7998557,26.8455851,node/4487887690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4537269090,,,,,,,,,,,,,,,Harishankar,,,,,,,,,,,,,,,,,,Point,75.8320808,26.8930025,node/4537269090,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4537365003,,,,,,,,,,,Jaighar,,,,,,,,,,,,,,,,,,,,,,Point,75.8444611,26.983062,node/4537365003,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4544640591,,,,,,,,,,,,,,,Karni Niwas,,,,,,,,,,,,,hotel,,,,,Point,75.7994513,26.9201449,node/4544640591,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4547443698,,,,,,,,,,,"Rainbow Cafe, Jaipur",,,,Rainbow Restaurant,,,,,,,,,,,,,,,,,,Point,75.8404444,26.9483121,node/4547443698,,,,,,,,,,,,wlan,,,,cafe,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4552272502,,,,,,,,,,,,,,,I M,,,,,,,,,,,,,hotel,,,,,Point,75.785406,26.904358,node/4552272502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4562817902,,,,,,,,,,,,,,,Rawat Misthan Bhandar,,,,,,,,,,,,,,,,,,Point,75.796593,26.921112,node/4562817902,,,,,,Mo-Su 11:00-23:00,,,302001,,,,,,,cafe,,,Station Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4573535691,,,,,,,,,,,,,,,Nahargarh_Haveli,,,,,,,,,,,,,hotel,,,,,Point,75.7924471,26.9145919,node/4573535691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,나하르가르 하벨리 호텔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4579745989,,,,,,,,,,,Peacock rooftop restaurant,,,,,,,,,,,,,,,,,,,,,,Point,75.7956078,26.9163329,node/4579745989,,,,,,Mo-Su 07:30-23:30,,,,,,wlan,,,,restaurant,,,,,,,,,,,,,,,,,chinese;indian;italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4598086892,,,,,,,,,,,,,,,Hotel Airport View,,,,,,,,,,,,,hotel,,,,,Point,75.8038605,26.8197545,node/4598086892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4598143689,,,,,,,,,,,,,,,Hotel Airport View,,,,,,,,,,,,,hotel,,,,,Point,75.8093358,26.8101969,node/4598143689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4706056289,,,,,,,,,,,Elefantastic,,,,,,,,,,,,,,,,,attraction,,,,,Point,75.8764569,26.9956318,node/4706056289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4706796989,,,,,,,,,,,,,,,Bar palladio,,,,,,,,,,,,,,,,,,Point,75.8147386,26.8978763,node/4706796989,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4706947494,,,,,,,,,,,,,,,Peshawri,,,,,,,,,,,,,,,,,,Point,75.7913021,26.9196661,node/4706947494,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4707865291,,,,,,,,,,,"Maharaniyon , Jaipur",,,,Maharaniyon,,,,,,,,,,,,,attraction,,,,,Point,75.8407405,26.9448268,node/4707865291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4743392521,,,,,,,,,,,,,,,The Door's Restaurant,,,,,,,,,,,,,,,,,,Point,75.8101207,26.9157551,node/4743392521,,,The Door's Restaurant,,,,,,,,,,,,,restaurant,,,,,,,+911414024597,,,,,,,,,,chinese;ice_cream;pizza;indian;local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4744500823,,,,,,,,,,,India Coffe House,,,,India Coffe Housepk look ii,,,,,,,,,,,,,,,,,,Point,75.8145919,26.9171606,node/4744500823,,,,,,Mo-Su 08:00-21:00,,,,,,,,,,cafe,,,Mirza Ismail Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ynwaphoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4744578221,,,,,,,,,,,coffey Day,,,,,,,,,,,,,,,,,,,,,,Point,75.7991333,26.9164507,node/4744578221,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4744959021,,,,,,,,,,,Paul Avenue,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8003082,26.9223503,node/4744959021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4759741309,,,,,,,,,,,,,,,Green Chili,,,,,,,,,,,,,,,,,,Point,75.7590683,26.89131,node/4759741309,,,,Green Chili,,,,,,,,,,,,restaurant,yes,,,,,,,,,,,,,,,,indian;local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4784715022,,,,,,,,,,,Sawai Mansingh Townhall,,,,Sawai Mansingh Townhall,,,,,,,,,,,,,attraction,,,,,Point,75.8272703,26.9255317,node/4784715022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4787877205,,,,,,,,,,,Ginger Hotel,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7849894,26.9015111,node/4787877205,,,,,,,,,,,,,,,,,,,Hawa sadak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4793756923,,,,,,,,,,,,,,,indian coffe house,,,,,,,,,,,,,,,,,,Point,75.8145028,26.917149,node/4793756923,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4795736622,,,,,,,,,,,,,,,Mughal Rasoi Restaurant,,,,,,,,,,,,,,,,,,Point,75.8037901,26.9122319,node/4795736622,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4798056521,,,,,,,,,,,V2 FINE DINING,,,,V2 Fine Dining,,,,,,,,,,,,,,,,,,Point,75.8126688,26.9078828,node/4798056521,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V2 Fine Dining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4811264442,,,,,,,,,,,,,,,V2 Cafe Lounge,,,,,,,,,,,,,,,,,,Point,75.8106707,26.916173,node/4811264442,,,,,,,,,,,,wlan,,,,cafe,,,,,,v2cafelounge@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4826369122,,,,,,,,,,,Cheap food places,,,,,Cheap food places,,,,,,,,,,,,,,,,,Point,75.7920659,26.9120381,node/4826369122,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4830934021,,,,,,,,,,,Dhaba,,,,,Dhaba,,,,,,,,,,,,,,,,,Point,75.7966924,26.9063152,node/4830934021,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4834310824,,,,,,,,,,,,,,,,,,,,,,,,,,,,attraction,,,,,Point,75.8219616,26.9225011,node/4834310824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4834354022,,,,,,,,,,,"Mrignayani palace , Jaipur",,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8422532,26.9466334,node/4834354022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4877294175,jaipur,,,,,,,,,,Hotel Marc Inn,,,,,,,,,,,,,,,,,,,,,,Point,75.7421695,26.9110124,node/4877294175,,,,,,,,,302021,,,,,,https://www.hotelmarcinn.com/,restaurant,,S-5,"JDA Central Market, Beside MTS office, Near Amarpali Circle, Vaishali Nagar",,,hotelmarcinn@gmail.com,+91-9001094661,,,outside,,,,,,,,,,,,50,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4894085423,,,,,,,,,,,,,,,OYO Hotel Sanjary Palace,,,,,,,,,,,,,hotel,,,,,Point,75.8049242,26.9205091,node/4894085423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4895063322,,,,,,,,,,,,,,,Khandelwal,,,,,,,,,,,,,,,,,,Point,75.824478,26.9198326,node/4895063322,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4900113521,,,,,,,,,,,Green Restaurant Pure Vegetarian,,,,,,,,,,,,,,,,,,,,,,Point,75.8047235,26.9170712,node/4900113521,,,,,,,,,,,,,,,,restaurant,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4925893021,,,,,,,,,,,,,,,Chit Chat Restaurant,,,,,,,,,,,,,,,,,,Point,75.7895873,26.9247396,node/4925893021,,,,,,,,,302016,,,,,,http://www.chitchatjaipur.com,restaurant,,D-160,Kabir Marg,,,chitchat7@hotmail.com,+911412201899,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4959426923,,,,,,,,,,,"Samode Haveli , Jaipur",,,,Samode Haveli,,,,,,,,,,,,,,,,,,Point,75.8372573,26.9331035,node/4959426923,,,,,,,,,,,,,,,,restaurant,yes,,Gangapole,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4959447121,,,,,,,,,,,,,,,1153 AD,,,,,,,,,,,,,,,,,,Point,75.8503449,26.9867182,node/4959447121,,,,,,Mo-Su 09:00-22:30,,,,,,,,,,restaurant,yes,,Amer Road,,,,,,,,,,,,,,indian;asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4959451821,,,,,,,,,,,,,,,Giardino,,,,,,,,,,,,,,,,,,Point,75.7853986,26.9130736,node/4959451821,,,,,,Mo-Su 07:00-23:00,,,,,,,,,,restaurant,,,Jacob Road,,,,,,,,,,,,,,italian_pizza;italian,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4959487622,,,,,,,,,,,,,,,Suvarna Mahal,,,,,,,,,,,,,,,,,,Point,75.8079481,26.8978423,node/4959487622,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4959496421,,,,,,,,,,,Copper Chimney,,,,Copper Chimney,,,,,,,,,,,,,,,,,,Point,75.80407,26.9169731,node/4959496421,,,,,,Mo-Su 18:30-23:00,,,,,,,,,,restaurant,yes,,Mirza Ismail Road,,,,,,,,,,,,,,indian;asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4959540921,Jaipur,,Rajasthan,,,,,,,,"Tapri Central , JAIPUR",,,,Tapri,,,,,,,,,,,,,,,,,,Point,75.8111596,26.9056742,node/4959540921,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5016200924,,,,,,,,,,,Parampara,,,,Parampara,,,,,,,,,,,,,,,,,,Point,75.8384138,26.9408543,node/5016200924,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,international;indian;chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5030987621,,,,,,,,,,,,,,,Hotel Gangaur,,,,,,,,,,,,,hotel,,,,,Point,75.7953318,26.9190697,node/5030987621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
